0	162
0	847
1	2
1	1007
2	2
2	1007
3	4
3	1005
5	10
5	999
9	26
9	983
13	46
13	963
15	430
15	579
16	490
16	519
17	366
17	643
18	294
18	715
19	434
19	575
20	118
20	891
26	295
26	714
27	86
27	923
28	93
28	916
29	171
29	838
30	334
30	675
31	172
31	837
36	0
41	262
41	747
42	34
42	975
45	162
45	847
46	361
46	648
51	211
51	798
52	149
52	860
57	191
57	818
58	408
58	601
60	386
60	623
61	212
61	797
64	160
64	849
65	126
65	883
67	461
67	548
68	418
68	591
69	101
69	908
70	247
70	762
72	157
72	852
75	137
75	872
76	212
76	797
77	284
77	725
80	373
80	636
81	139
81	870
84	222
84	787
86	134
86	875
87	6
87	1003
88	301
88	708
89	196
89	813
94	219
94	790
98	485
98	524
100	20
100	989
102	277
102	732
103	329
103	680
104	156
104	853
106	386
106	623
109	359
109	650
110	283
110	726
111	474
111	535
112	309
112	700
116	455
116	554
118	60
118	949
119	357
119	652
121	470
121	539
122	282
122	727
123	140
123	869
126	217
126	792
127	332
127	677
128	60
128	949
129	164
129	845
134	27
134	982
135	81
135	928
138	325
138	684
140	241
140	768
141	295
141	714
143	446
143	563
148	494
148	515
151	397
151	612
152	251
152	758
154	374
154	635
155	363
155	646
159	359
159	650
163	260
163	749
169	317
169	692
170	131
170	878
173	80
173	929
174	145
174	864
175	401
175	608
176	284
176	725
178	318
178	691
180	158
180	851
181	299
181	710
183	241
183	768
184	474
184	535
185	362
185	647
186	455
186	554
189	42
189	967
192	387
192	622
193	299
193	710
196	5
196	1004
197	496
197	513
202	276
202	733
204	219
204	790
206	297
206	712
207	388
207	621
208	111
208	898
211	195
211	814
212	370
212	639
216	66
216	943
221	64
221	945
222	105
222	904
226	164
226	845
227	268
227	741
229	392
229	617
230	373
230	636
231	89
231	920
234	149
234	860
235	422
235	587
237	370
237	639
239	477
239	532
241	244
241	765
243	310
243	699
249	420
249	589
250	492
250	517
253	293
253	716
254	467
254	542
255	349
255	660
256	459
256	550
260	387
260	622
262	87
262	922
264	459
264	550
269	309
269	700
273	7
273	1002
276	72
276	937
279	55
279	954
281	183
281	826
283	286
283	723
288	155
288	854
292	260
292	749
296	316
296	693
297	80
297	929
298	320
298	689
299	189
299	820
302	203
302	806
303	492
303	517
304	500
304	509
306	470
306	539
309	136
309	873
311	289
311	720
314	182
314	827
316	70
316	939
317	195
317	814
318	436
318	573
319	174
319	835
321	448
321	561
323	463
323	546
325	325
325	684
328	133
328	876
330	424
330	585
331	63
331	946
333	401
333	608
338	210
338	799
339	383
339	626
340	468
340	541
344	115
344	894
345	316
345	693
346	362
346	647
348	440
348	569
349	229
349	780
350	139
350	870
351	221
351	788
352	130
352	879
354	27
354	982
357	127
357	882
361	504
361	505
362	392
362	617
365	471
365	538
367	396
367	613
368	316
368	693
372	218
372	791
374	147
374	862
375	350
375	659
376	374
376	635
378	53
378	956
380	491
380	518
381	302
381	707
384	214
384	795
386	301
386	708
388	49
388	960
390	305
390	704
392	186
392	823
394	141
394	868
402	334
402	675
403	128
403	881
404	102
404	907
408	61
408	948
409	43
409	966
413	498
413	511
416	454
416	555
418	392
418	617
419	447
419	562
420	482
420	527
422	153
422	856
425	490
425	519
429	453
429	556
434	107
434	902
437	177
437	832
439	296
439	713
442	356
442	653
443	190
443	819
445	262
445	747
446	266
446	743
452	451
452	558
456	492
456	517
457	443
457	566
458	62
458	947
459	222
459	787
461	56
461	953
466	222
466	787
467	493
467	516
469	209
469	800
471	426
471	583
476	54
476	955
477	213
477	796
478	362
478	647
479	374
479	635
480	412
480	597
481	195
481	814
482	439
482	570
484	124
484	885
485	407
485	602
486	489
486	520
488	481
488	528
489	459
489	550
490	35
490	974
491	462
491	547
492	271
492	738
501	401
501	608
503	30
503	979
508	267
508	742
509	360
509	649
511	380
511	629
512	1
512	1008
514	44
514	965
515	432
515	577
516	135
516	874
518	22
518	987
519	497
519	512
521	27
521	982
522	97
522	912
523	262
523	747
525	399
525	610
527	308
527	701
528	58
528	951
532	159
532	850
535	301
535	708
538	402
538	607
539	80
539	929
540	224
540	785
541	97
541	912
542	238
542	771
546	325
546	684
553	376
553	633
554	260
554	749
555	225
555	784
556	205
556	804
557	387
557	622
560	370
560	639
561	441
561	568
562	372
562	637
564	489
564	520
567	411
567	598
568	490
568	519
569	114
569	895
570	79
570	930
571	114
571	895
572	258
572	751
577	334
577	675
578	139
578	870
579	225
579	784
582	470
582	539
583	501
583	508
585	29
585	980
590	84
590	925
594	365
594	644
600	65
600	944
601	163
601	846
605	148
605	861
611	18
611	991
617	235
617	774
620	336
620	673
621	167
621	842
624	264
624	745
628	309
628	700
629	486
629	523
634	475
634	534
635	299
635	710
636	375
636	634
637	185
637	824
638	281
638	728
639	214
639	795
643	220
643	789
649	41
649	968
652	119
652	890
654	164
654	845
655	481
655	528
656	29
656	980
661	279
661	730
667	443
667	566
668	128
668	881
674	150
674	859
676	267
676	742
677	37
677	972
678	240
678	769
682	383
682	626
683	326
683	683
685	371
685	638
686	241
686	768
687	498
687	511
690	425
690	584
691	25
691	984
692	58
692	951
696	178
696	831
697	504
697	505
698	341
698	668
699	373
699	636
700	415
700	594
702	53
702	956
705	270
705	739
706	376
706	633
707	455
707	554
708	478
708	531
711	219
711	790
714	474
714	535
715	192
715	817
716	205
716	804
720	441
720	568
722	432
722	577
723	149
723	860
725	123
725	886
727	412
727	597
732	51
732	958
735	400
735	609
736	389
736	620
737	441
737	568
739	59
739	950
740	302
740	707
741	359
741	650
744	368
744	641
746	205
746	804
747	98
747	911
748	182
748	827
749	451
749	558
750	352
750	657
755	77
755	932
756	284
756	725
757	129
757	880
758	428
758	581
759	376
759	633
762	448
762	561
763	60
763	949
764	322
764	687
766	28
766	981
768	32
768	977
770	228
770	781
773	287
773	722
774	23
774	986
777	29
777	980
781	432
781	577
788	403
788	606
789	261
789	748
791	280
791	729
792	107
792	902
793	427
793	582
795	117
795	892
798	58
798	951
800	405
800	604
803	151
803	858
805	320
805	689
809	179
809	830
811	412
811	597
812	354
812	655
